"MasterKey","File","Event","TYPE","R.ID","R.range","Dur.r","S.ID","S.range","Dur.s","S.DetScr","S.DetDec","ISec.range","Dur.ISec","Beg.r-Beg.s","End.r-End.s"
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: CellToEar | MIN: 000000071205 | MAX: 000000071205 | KeySeparator: 000000000000","LGW_20071123_E1_CAM1.mpeg","CellToEar","Unmapped_Sys","","","","389","71205:71205","1","0.231000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000051385 | MAX: 000000051385 | KeySeparator: 000000001165","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","154","51385:51385","1","0.251000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000060405 | MAX: 000000060425 | KeySeparator: 000000001166","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","214","60405:60425","21","0.274500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000107015 | MAX: 000000107025 | KeySeparator: 000000001167","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","440","107015:107025","11","0.294500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000056075 | MAX: 000000056075 | KeySeparator: 000000001168","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","186","56075:56075","1","0.106000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000066425 | MAX: 000000066435 | KeySeparator: 000000001169","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","259","66425:66435","11","0.418000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000148535 | MAX: 000000148535 | KeySeparator: 000000001170","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","636","148535:148535","1","0.420000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000168525 | MAX: 000000168525 | KeySeparator: 000000001171","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","721","168525:168525","1","0.108000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000112915 | MAX: 000000112915 | KeySeparator: 000000001172","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","495","112915:112915","1","0.101000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000167485 | MAX: 000000167515 | KeySeparator: 000000001173","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","717","167485:167515","31","0.290667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000171215 | MAX: 000000171215 | KeySeparator: 000000001174","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","730","171215:171215","1","0.112000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000061225 | MAX: 000000061225 | KeySeparator: 000000001175","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","220","61225:61225","1","0.122000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000070665 | MAX: 000000070745 | KeySeparator: 000000001176","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","292","70665:70745","81","0.316500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000085845 | MAX: 000000085875 | KeySeparator: 000000001177","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","375","85845:85875","31","0.213667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000136285 | MAX: 000000136295 | KeySeparator: 000000001178","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","568","136285:136295","11","0.472000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000141765 | MAX: 000000141775 | KeySeparator: 000000001179","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","606","141765:141775","11","0.113500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000159985 | MAX: 000000160045 | KeySeparator: 000000001180","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","695","159985:160045","61","0.290000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000077035 | MAX: 000000077035 | KeySeparator: 000000001181","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","313","77035:77035","1","0.843000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000063005 | MAX: 000000063065 | KeySeparator: 000000001182","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","235","63005:63065","61","0.167250","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000056565 | MAX: 000000056625 | KeySeparator: 000000001183","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","192","56565:56625","61","0.227200","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000015015 | MAX: 000000015065 | KeySeparator: 000000001184","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","72","15015:15065","51","0.235000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000158225 | MAX: 000000158275 | KeySeparator: 000000001185","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","688","158225:158275","51","0.407250","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000078815 | MAX: 000000078845 | KeySeparator: 000000001186","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","323","78815:78845","31","0.177000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000111785 | MAX: 000000111795 | KeySeparator: 000000001187","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","491","111785:111795","11","0.189500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000146155 | MAX: 000000146155 | KeySeparator: 000000001188","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","627","146155:146155","1","0.325000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000179085 | MAX: 000000179125 | KeySeparator: 000000001189","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","778","179085:179125","41","0.219000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000063645 | MAX: 000000063725 | KeySeparator: 000000001190","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","242","63645:63725","81","0.500000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000065985 | MAX: 000000065985 | KeySeparator: 000000001191","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","257","65985:65985","1","0.141000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000076205 | MAX: 000000076205 | KeySeparator: 000000001192","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","311","76205:76205","1","0.104000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000139105 | MAX: 000000139105 | KeySeparator: 000000001193","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","586","139105:139105","1","0.110000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000148855 | MAX: 000000148875 | KeySeparator: 000000001194","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","641","148855:148875","21","0.254000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000103935 | MAX: 000000104225 | KeySeparator: 000000001195","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","414","103935:104225","291","0.689286","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000109955 | MAX: 000000110005 | KeySeparator: 000000001196","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","470","109955:110005","51","0.479833","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000123215 | MAX: 000000123215 | KeySeparator: 000000001197","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","538","123215:123215","1","0.313000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000085905 | MAX: 000000085905 | KeySeparator: 000000001198","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","376","85905:85905","1","0.238000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000130095 | MAX: 000000130115 | KeySeparator: 000000001199","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","553","130095:130115","21","0.194000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000108925 | MAX: 000000108925 | KeySeparator: 000000001200","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","460","108925:108925","1","0.101000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000179855 | MAX: 000000179855 | KeySeparator: 000000001201","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","781","179855:179855","1","0.130000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000127075 | MAX: 000000127075 | KeySeparator: 000000001202","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","548","127075:127075","1","0.147000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000060035 | MAX: 000000060375 | KeySeparator: 000000001203","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","213","60035:60375","341","0.413364","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000072795 | MAX: 000000072825 | KeySeparator: 000000001204","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","301","72795:72825","31","0.742750","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000114475 | MAX: 000000114475 | KeySeparator: 000000001205","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","500","114475:114475","1","0.193000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000080215 | MAX: 000000080215 | KeySeparator: 000000001206","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","334","80215:80215","1","0.332000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000139735 | MAX: 000000139735 | KeySeparator: 000000001207","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","588","139735:139735","1","0.973000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000139835 | MAX: 000000139885 | KeySeparator: 000000001208","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","590","139835:139885","51","0.338000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000157545 | MAX: 000000157545 | KeySeparator: 000000001209","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","681","157545:157545","1","0.112000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000116285 | MAX: 000000116295 | KeySeparator: 000000001210","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","516","116285:116295","11","0.171500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000141095 | MAX: 000000141095 | KeySeparator: 000000001211","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","600","141095:141095","1","0.452000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000171535 | MAX: 000000171535 | KeySeparator: 000000001212","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","733","171535:171535","1","0.642000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000150035 | MAX: 000000150035 | KeySeparator: 000000001213","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","647","150035:150035","1","0.428000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000106075 | MAX: 000000106075 | KeySeparator: 000000001214","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","430","106075:106075","1","0.407000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000132355 | MAX: 000000132355 | KeySeparator: 000000001215","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","558","132355:132355","1","0.340000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000003905 | MAX: 000000003905 | KeySeparator: 000000001216","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","7","3905:3905","1","0.187000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000149705 | MAX: 000000149735 | KeySeparator: 000000001217","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","646","149705:149735","31","0.571333","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000011365 | MAX: 000000011375 | KeySeparator: 000000001218","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","42","11365:11375","11","0.232000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000061705 | MAX: 000000061715 | KeySeparator: 000000001219","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","224","61705:61715","11","0.487500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000116925 | MAX: 000000116925 | KeySeparator: 000000001220","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","520","116925:116925","1","0.158000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000053675 | MAX: 000000053695 | KeySeparator: 000000001221","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","172","53675:53695","21","0.407667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000110465 | MAX: 000000110505 | KeySeparator: 000000001222","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","478","110465:110505","41","0.231750","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000089355 | MAX: 000000089355 | KeySeparator: 000000001223","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","390","89355:89355","1","0.300000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000107495 | MAX: 000000107585 | KeySeparator: 000000001224","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","445","107495:107585","91","0.349857","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000109805 | MAX: 000000109805 | KeySeparator: 000000001225","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","468","109805:109805","1","0.122000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000082645 | MAX: 000000082645 | KeySeparator: 000000001226","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","348","82645:82645","1","0.448000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000103365 | MAX: 000000103735 | KeySeparator: 000000001227","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","412","103365:103735","371","0.618029","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000108715 | MAX: 000000108725 | KeySeparator: 000000001228","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","457","108715:108725","11","0.233500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000149385 | MAX: 000000149385 | KeySeparator: 000000001229","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","643","149385:149385","1","0.307000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000005375 | MAX: 000000005575 | KeySeparator: 000000001230","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","18","5375:5575","201","0.185353","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000048945 | MAX: 000000048955 | KeySeparator: 000000001231","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","147","48945:48955","11","0.256000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000112165 | MAX: 000000112165 | KeySeparator: 000000001232","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","492","112165:112165","1","0.223000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000000095 | MAX: 000000000095 | KeySeparator: 000000001233","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","0","95:95","1","0.137000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000086695 | MAX: 000000086725 | KeySeparator: 000000001234","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","382","86695:86725","31","0.573000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000068125 | MAX: 000000068155 | KeySeparator: 000000001235","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","270","68125:68155","31","0.410500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000140045 | MAX: 000000140075 | KeySeparator: 000000001236","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","592","140045:140075","31","0.413667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000074525 | MAX: 000000074525 | KeySeparator: 000000001237","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","307","74525:74525","1","0.259000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000126905 | MAX: 000000126905 | KeySeparator: 000000001238","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","547","126905:126905","1","0.273000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000105265 | MAX: 000000105265 | KeySeparator: 000000001239","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","424","105265:105265","1","0.119000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000104355 | MAX: 000000104385 | KeySeparator: 000000001240","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","416","104355:104385","31","0.202500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000146485 | MAX: 000000146485 | KeySeparator: 000000001241","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","628","146485:146485","1","0.238000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000008625 | MAX: 000000008775 | KeySeparator: 000000001242","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","34","8625:8775","151","0.311000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000005965 | MAX: 000000005985 | KeySeparator: 000000001243","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","23","5965:5985","21","0.189333","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000117415 | MAX: 000000117415 | KeySeparator: 000000001244","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","526","117415:117415","1","0.423000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000109925 | MAX: 000000109925 | KeySeparator: 000000001245","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","469","109925:109925","1","0.210000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000141065 | MAX: 000000141065 | KeySeparator: 000000001246","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","599","141065:141065","1","0.234000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000060715 | MAX: 000000060715 | KeySeparator: 000000001247","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","215","60715:60715","1","0.753000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000100015 | MAX: 000000100015 | KeySeparator: 000000001248","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","404","100015:100015","1","0.608000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000112285 | MAX: 000000112305 | KeySeparator: 000000001249","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","493","112285:112305","21","0.186000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000131075 | MAX: 000000131095 | KeySeparator: 000000001250","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","557","131075:131095","21","0.418333","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000078895 | MAX: 000000078915 | KeySeparator: 000000001251","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","324","78895:78915","21","0.419667","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000151015 | MAX: 000000151145 | KeySeparator: 000000001252","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","657","151015:151145","131","0.566143","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000147295 | MAX: 000000147365 | KeySeparator: 000000001253","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","631","147295:147365","71","0.439857","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000013505 | MAX: 000000013715 | KeySeparator: 000000001254","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","60","13505:13715","211","0.484100","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000070195 | MAX: 000000070235 | KeySeparator: 000000001255","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","288","70195:70235","41","0.200250","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000036595 | MAX: 000000036595 | KeySeparator: 000000001256","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","88","36595:36595","1","0.106000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000157365 | MAX: 000000157365 | KeySeparator: 000000001257","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","679","157365:157365","1","0.120000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000115085 | MAX: 000000115085 | KeySeparator: 000000001258","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","508","115085:115085","1","0.388000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000061785 | MAX: 000000061795 | KeySeparator: 000000001259","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","225","61785:61795","11","0.375500","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000117355 | MAX: 000000117355 | KeySeparator: 000000001260","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","525","117355:117355","1","0.708000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000110555 | MAX: 000000110555 | KeySeparator: 000000001261","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","479","110555:110555","1","0.111000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000065255 | MAX: 000000065255 | KeySeparator: 000000001262","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","252","65255:65255","1","0.170000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000006115 | MAX: 000000006435 | KeySeparator: 000000001263","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","25","6115:6435","321","0.352800","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000145375 | MAX: 000000145395 | KeySeparator: 000000001264","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","625","145375:145395","21","0.635000","YES","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000056875 | MAX: 000000056925 | KeySeparator: 000000001265","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","193","56875:56925","51","0.324000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000112385 | MAX: 000000112395 | KeySeparator: 000000001266","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","494","112385:112395","11","0.154000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000143235 | MAX: 000000143235 | KeySeparator: 000000001267","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","613","143235:143235","1","0.122000","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000110375 | MAX: 000000110415 | KeySeparator: 000000001268","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","477","110375:110415","41","0.194750","NO","","","",""
"Filename: LGW_20071123_E1_CAM1.mpeg | Event: Embrace | MIN: 000000056165 | MAX: 000000056215 | KeySeparator: 000000001269","LGW_20071123_E1_CAM1.mpeg","Embrace","Unmapped_Sys","","","","188","56165:56215","51","0.544333","YES","","","",""
